NO,STREETADDRESS,POSTALCODE,STATEORPROVINCE,CITY,SALESCLOSEPRICE,LISTDATE,LISTPRICE,LISTTYPE,ORIGINALLISTPRICE,PRICEPERTSFT,FOUNDATIONSIZE,FENCE,SCHOOLDISTRICTNUMBER,DAYSONMARKET,OFFMKTDATE,FIREPLACES,ROOMTYPE,ROOF,POTENTIALSHORTSALE,POOLDESCRIPTION,PDOM,GARAGEDESCRIPTION,SQFTABOVEGROUND,TAXES,TAXWITHASSESSMENTS,TAXYEAR,LIVINGAREA,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,COOLINGDESCRIPTION,APPLIANCES,BACKONMARKETDATE,EXTERIOR,DININGROOMDESCRIPTION,BASEMENT,BATHSFULL,BATHSHALF,BATHQUARTER,BATHSTHREEQUARTER,CLASS,BATHSTOTAL,BATHDESC,BEDROOMS,SQFTBELOWGROUND,ASSUMABLEMORTGAGE,ASSOCIATIONFEE,ASSESSMENTPENDING,ASSESSEDVALUATION
4186,"3493 Cherry Ln, E",55129,MN,WB - Woodbury,220000,11/22/17 0:00,225000,Exclusive Right,225000,124.5048,660,,833 - South Washington County,14,12/6/17 0:00,0,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, , , Loft",Asphalt Shingles,No,,14,Attached Garage,1767,2238,2238,2017,1767,E,2005,Residential-Single,(TH) Quad/4 Corners,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal",,"Vinyl, Brick/Stone",Living/Dining Room,None,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath ",2,0,,244,No,0
4187,"10991 Oak Grove Cir, F",55129,MN,WB - Woodbury,215000,9/1/17 0:00,225000,Exclusive Right,235000,121.6752,760,,833 - South Washington County,36,10/7/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Loft",,No,"Below Ground, Outdoor, Shared",19,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1767,2736,2736,2017,1767,F,2004,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned",,"Vinyl, Brick/Stone",Informal Dining Room,None,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Full Master",3,0,,244,No,0
4188,10717 Knollwood Ln,55129,MN,WB - Woodbury,216500,6/23/17 0:00,225000,Exclusive Right,225000,124.8558,960,None,833 - South Washington County,13,7/6/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",No,None,13,"Attached Garage, Driveway - Asphalt, Garage Door Opener",960,2594,2670,2017,1734,,2007,Residential-Single,(TH) Side x Side,0.094,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Air-To-Air Exchanger, Furnace Humidifier",,"Vinyl, Brick/Stone, Cement Board",Kitchen/Dining Room,"Full, Finished (Livable), Sump Pump, Day/Lookout Windows, Concrete Block",2,0,0,0,SF,2,"Main Floor Full Bath, Full Basement",4,774,Not Assumable,175,Unknown,76.3
4189,"3760 Hazel Trl, C",55129,MN,WB - Woodbury,233000,6/21/17 0:00,225000,Exclusive Right,225000,126.4243,682,,833 - South Washington County,21,7/12/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft",,No,,21,Attached Garage,1843,2542,2618,2017,1843,C,2005,Residential-Single,(TH) Side x Side,0.104,Central,"Range, Cooktop, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,"Vinyl, Brick/Stone",,None,2,1,0,0,SF,3,,3,0,,244,Unknown,76
4190,10692 Ironwood Ct,55129,MN,WB - Woodbury,230000,6/19/17 0:00,225000,Exclusive Right,225000,144.02,567,None,833 - South Washington County,1,6/30/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck","Asphalt Shingles, Age Over 8 Years",No,None,1,"Attached Garage, Tuckunder, Driveway - Asphalt, Garage Door Opener",1173,2320,2320,2017,1597,,2005,Residential-Multi-Family,(TH) Side x Side,0.036,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned",,"Vinyl, Brick/Stone",Informal Dining Room,"Walkout, Full, Finished (Livable), Drain Tiled, Sump Pump",1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",3,424,Not Assumable,191,Unknown,76
4191,"3474 Cherry Ln, D",55129,MN,WB - Woodbury,226000,5/5/17 0:00,225000,Exclusive Right,225000,133.412,684,None,833 - South Washington County,26,5/31/17 0:00,1,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Loft",Asphalt Shingles,No,,26,"Attached Garage, Driveway - Concrete",1694,2794,2794,2016,1694,D,2006,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,"Shakes, Metal, Vinyl, Brick/Stone","Informal Dining Room, Living/Dining Room",None,2,1,0,0,SF,3,"Upper Level Full Bath , Private Master",3,0,Not Assumable,244,Unknown,0
4192,"3426 Cherry Ln, D",55129,MN,WB - Woodbury,226000,7/21/17 0:00,226500,Exclusive Right,234900,126.1865,669,,833 - South Washington County,36,9/5/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft, Patio","Asphalt Shingles, Age Over 8 Years",No,"Below Ground, Outdoor, Shared",9,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1791,2410,2410,2017,1791,D,2007,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned",,"Vinyl, Brick/Stone","Informal Dining Room, Breakfast Area, Kitchen/Dining Room",None,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, Bathroom Ensuite, Walk-In Shower, Separate Tub & Shower",2,0,Not Assumable,244,No,0
4193,"11003 Oak Grove Cir, A",55129,MN,WB - Woodbury,222000,10/25/17 0:00,227000,Exclusive Right,235000,125.6367,660,,833 - South Washington County,22,12/21/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft, Patio, Walk-In Closet, Master Bath, Laundry","Asphalt Shingles, Pitched",No,,7,Attached Garage,1767,2490,2490,2017,1767,A,2004,Residential-Single,(TH) Side x Side,0.149,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Vinyl,"Informal Dining Room, Breakfast Area",Slab,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, Separate Tub & Shower",3,0,,244,No,0
4194,2907 Devonshire Cir,55125,MN,WB - Woodbury,227900,8/21/17 0:00,227900,Exclusive Right,240000,118.2667,1267,,833 - South Washington County,27,9/30/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Recreation Room, Deck, Foyer",Asphalt Shingles,No,,9,"Attached Garage, Driveway - Asphalt",1267,2593,2596,2017,1927,,1997,Residential-Single,(TH) Side x Side,0.104,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,"Vinyl, Brick/Stone",Informal Dining Room,"Walkout, Full, Finished (Livable), Drain Tiled, Day/Lookout Windows",1,0,0,1,SF,2,"Upper Level Full Bath , Master Walk-Thru, 3/4 Basement",2,660,Not Assumable,242,Unknown,3
4195,6844 Romeo Rd,55125,MN,WB - Woodbury,227900,6/4/17 0:00,227900,Exclusive Right,227900,124.8083,671,Invisible,833 - South Washington County,20,7/2/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, , , Porch, Deck, Patio","Asphalt Shingles, Pitched, Age Over 8 Years",No,None,20,"Tuckunder, Insulated Garage, Heated Garage, Driveway - Asphalt, Driveway - Shared, More Parking Onsite for Fee, Garage Door Opener",1226,2178,2266,2017,1826,,1989,Residential-Single,(TH) Quad/4 Corners,0.113,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Tankless Water  Heater, Water Softener - Owned, Disposal, Furnace Humidifier",,"Metal, Vinyl, Brick/Stone","Informal Dining Room, Breakfast Area","Walkout, Partial, Finished (Livable), Day/Lookout Windows, Concrete Block",1,1,0,1,SF,3,"Main Floor 1/2 Bath, Private Master, Full Master, Bathroom Ensuite, Walk-In Shower, 3/4 Basement, Separate Tub & Shower, Whirlpool",3,600,,210,Unknown,88
4196,6778 Christian Curv,55125,MN,WB - Woodbury,229000,7/7/17 0:00,229000,Exclusive Right,229000,137.0437,595,None,833 - South Washington County,3,8/4/17 0:00,2,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Pitched, Age Over 8 Years",No,,3,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1076,2099,2102,2017,1671,,2005,Residential-Single,(TH) Side x Side,0.041,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal",,"Vinyl, Brick/Stone",Informal Dining Room,"Walkout, Full, Finished (Livable), Drain Tiled, Sump Pump",1,0,0,1,SF,2,"Master Walk-Thru, 3/4 Basement, Separate Tub & Shower",2,595,,217,Yes,3
4197,2143 Saint Johns Alcove,55129,MN,WB - Woodbury,225000,5/8/17 0:00,229000,Exclusive Right,229000,141.0658,575,,833 - South Washington County,19,6/23/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",No,,19,"Attached Garage, Driveway - Asphalt",1045,2482,2482,2017,1595,,2004,Residential-Single,(TH) Side x Side,0.041,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal",,Vinyl,"Informal Dining Room, Breakfast Area, Kitchen/Dining Room",Walkout,1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",2,550,Not Assumable,191,No,0
4198,"3335 Hazel Trl, B",55129,MN,WB - Woodbury,219000,9/12/17 0:00,229900,Exclusive Right,239900,122.6204,642,None,833 - South Washington County,22,10/4/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age 8 Years or Less",No,"Outdoor, Shared",5,"Attached Garage, Tuckunder, Insulated Garage, Driveway - Asphalt, Garage Door Opener",1786,2426,2426,2017,1786,B,2009,Residential-Single,(TH) Side x Side,0.156,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal",,Brick/Stone,Living/Dining Room,Slab,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master",3,0,,244,Unknown,0
4199,6767 Jenny Ln,55125,MN,WB - Woodbury,229900,8/25/17 0:00,229900,Exclusive Right,229900,159.1003,1445,,833 - South Washington County,24,9/18/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sun Room, Laundry",Asphalt Shingles,No,,24,Attached Garage,1445,2497,2500,2017,1445,,1993,Residential-Single,(TH) Side x Side,0.068,Central,"Microwave, Dishwasher, Refrigerator, Washer, Dryer",,"Vinyl, Brick/Stone",,Slab,1,0,0,1,SF,2,,2,0,,190,Unknown,3
4200,2469 Eagle Trace Ln,55129,MN,WB - Woodbury,227900,8/3/17 0:00,229900,Exclusive Right,229900,128.0337,800,,833 - South Washington County,8,8/13/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,No,,8,Attached Garage,1600,2430,2506,2017,1780,,2001,Residential-Single,(TH) Side x Side,0.161,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer",,"Metal, Vinyl",Separate/Formal Dining Room,"Walkout, Finished (Livable)",1,1,0,0,SF,2,,3,180,,185,Unknown,76
4201,"3493 Cherry Ln, F",55129,MN,WB - Woodbury,229900,7/28/17 0:00,229900,Exclusive Right,239900,130.1075,660,,833 - South Washington County,60,9/26/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Bonus Room",,No,"Below Ground, Shared",49,"Tuckunder, Garage Door Opener",1767,2526,2526,2017,1767,F,2005,Residential-Multi-Family,(TH) Side x Side,0,Central,"Range, Cooktop, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,"Vinyl, Brick/Stone",,Slab,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Full Master",2,0,Not Assumable,244,Unknown,2526
4202,2241 Saint Johns Pl,55129,MN,WB - Woodbury,233000,7/24/17 0:00,229900,Exclusive Right,229900,142.6822,1075,None,833 - South Washington County,28,8/21/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Deck",Asphalt Shingles,No,None,28,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1075,2202,2278,2017,1633,,2005,Residential-Multi-Family,(TH) Side x Side,0.041,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned",,"Vinyl, Brick/Stone","Informal Dining Room, Breakfast Area","Walkout, Finished (Livable), Drain Tiled, Sump Pump",1,1,0,1,SF,3,"Upper Level Full Bath , Private Master, 3/4 Master, 1/2 Basement",2,558,Not Assumable,191,No,76
4203,697 Esther Ln,55125,MN,WB - Woodbury,233300,7/17/17 0:00,229900,Exclusive Right,234900,161.6771,1002,"Wood, Full",833 - South Washington County,32,8/18/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,No,None,16,"Detached Garage, Tuckunder, Driveway - Asphalt",1002,2145,2148,2017,1443,,1959,Residential-Single,(SF) One Story,0.238,Central,"Range, Cooktop, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,"Metal, Vinyl","Eat In Kitchen, Kitchen/Dining Room","Walkout, Full, Egress Windows, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",3,441,,0,No,3
4204,565 Meadow Ln,55125,MN,WB - Woodbury,217000,7/16/17 0:00,229900,Exclusive Right,229900,155,1003,"Chain Link, Full",833 - South Washington County,72,9/26/17 0:00,0,"Living Room, , , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Informal Dining Room, Utility Room, Work Shop, Unfinished, Unfinished, Off Season Cedar Closet","Asphalt Shingles, Age Over 8 Years",No,,72,"Detached Garage, Driveway - Concrete, Garage Door Opener",1003,2101,2104,2017,1400,,1958,Residential-Single,(SF) One Story,0.22,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Water Softener - Owned",,Stucco,"Eat In Kitchen, Kitchen/Dining Room","Full, Partial Finished, Concrete Block, Slab, Unfinished",1,0,1,0,SF,2,"Main Floor Full Bath, Basement",3,397,,0,Unknown,3
4205,6400 Rath Dr,55125,MN,WB - Woodbury,229900,4/19/17 0:00,229900,Exclusive Right,229900,152.656,1242,Privacy,833 - South Washington County,22,5/11/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sun Room, Guest Room","Asphalt Shingles, Age 8 Years or Less",No,None,22,"Detached Garage, Garage Door Opener",1046,1958,1958,2017,1506,,1959,Residential-Single,(SF) One Story,0.252,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned",,Vinyl,Informal Dining Room,Finished (Livable),1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",3,460,Not Assumable,0,No,0
4206,2821 Jordan Dr,55125,MN,WB - Woodbury,239900,3/22/17 0:00,229900,Exclusive Right,229900,152.7053,1571,None,833 - South Washington County,12,4/3/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Laundry, Master Bath, Informal Dining Room",Asphalt Shingles,No,None,12,"Attached Garage, Driveway - Asphalt",1571,2520,2520,2016,1571,,1993,Residential-Single,(TH) Side x Side,0.07,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Vinyl,"Informal Dining Room, Eat In Kitchen",Slab,2,0,0,0,SF,2,"Main Floor Full Bath, Private Master, Full Master, Bathroom Ensuite",2,0,Not Assumable,230,No,0
4207,7650 Carillon Plz E,55125,MN,WB - Woodbury,225000,3/17/17 0:00,229900,Exclusive Right,229900,121.2284,1056,,833 - South Washington County,23,4/9/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Recreation Room, Library","Asphalt Shingles, Age Over 8 Years",No,,23,Attached Garage,1056,2591,2682,2016,1856,,1976,Residential-Single,(SF) Split Entry (Bi-Level),0.138,Central,"Range, Dishwasher, Refrigerator",,Wood,,"Full, Finished (Livable)",1,0,0,1,SF,2,,3,800,,120,Unknown,91
4208,"3317 Hazel Trl, E",55129,MN,WB - Woodbury,230000,3/15/17 0:00,229900,Exclusive Right,229900,128.7794,662,,833 - South Washington County,13,5/9/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",No,"Below Ground, Outdoor, Shared",13,"Attached Garage, Garage Door Opener",1786,2454,2532,2016,1786,E,2007,Residential-Multi-Family,(TH) Quad/4 Corners,0.16,Central,"Range, Cooktop, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,"Vinyl, Brick/Stone",Kitchen/Dining Room,None,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Full Master",3,0,,244,Unknown,77.81
4209,6833 Christian Curv,55125,MN,WB - Woodbury,226000,10/4/17 0:00,230000,Exclusive Right,230000,149.7681,548,None,833 - South Washington County,36,11/9/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry","Asphalt Shingles, Age Over 8 Years",No,None,36,Attached Garage,1076,2613,2616,2017,1509,,2005,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,Vinyl,Informal Dining Room,"Walkout, Finished (Livable), Poured Concrete",1,0,0,1,SF,2,"Upper Level Full Bath , Master Walk-Thru, 3/4 Basement",3,433,,217,Yes,3
4210,"3310 Hazel Trl, D",55129,MN,WB - Woodbury,235000,5/23/17 0:00,230000,Exclusive Right,230000,122.3321,662,,833 - South Washington County,0,5/23/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft",,No,,0,Attached Garage,1921,2878,0,2016,1921,D,2010,Residential-Single,(TH) Side x Side,0.1,Central,,,Vinyl,,None,2,1,0,0,SF,3,,3,0,,234,No,0
4211,6182 Dell Ln N,55125,MN,WB - Woodbury,240000,4/25/17 0:00,230000,Exclusive Right,230000,179.3722,1026,Chain Link,622 - North St Paul-Maplewood,7,5/2/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Amusement Room","Asphalt Shingles, Age Over 8 Years",No,None,7,Attached Garage,1026,1896,1896,2017,1338,,1959,Residential-Single,(SF) One Story,0,Central,"Range, Microwave, Dishwasher, Disposal",,Vinyl,Eat In Kitchen,"Full, Finished (Livable), Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath",3,312,,0,Unknown,0
4212,149 Sherrie Ln,55125,MN,WB - Woodbury,237000,7/24/17 0:00,232000,Exclusive Right,232000,124.6057,1002,Chain Link,622 - North St Paul-Maplewood,1,7/25/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",No,None,1,Detached Garage,1002,1837,1840,2017,1902,,1959,Residential-Single,(SF) One Story,0.539,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,Vinyl,,Full,1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",3,900,Not Assumable,0,No,3
4213,"3799 Hazel Trl, E",55129,MN,WB - Woodbury,238500,7/11/17 0:00,233000,Exclusive Right,233000,152.8846,780,,833 - South Washington County,9,7/20/17 0:00,1,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft","Asphalt Shingles, Age 8 Years or Less",No,,9,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1560,2186,2262,2017,1560,E,2005,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal",,Vinyl,Informal Dining Room,None,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master",3,0,,244,No,76.3
4214,2790 Robinwood Way,55125,MN,WB - Woodbury,229900,9/19/17 0:00,234900,Exclusive Right,234900,87.581,1435,None,833 - South Washington County,29,10/18/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Four Season Porch",Age Over 8 Years,No,None,29,"Attached Garage, Garage Door Opener",1645,2198,2198,2017,2625,,1984,Residential-Single,(TH) Side x Side,0,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Disposal",,"Brick/Stone, Cement Board",Informal Dining Room,"Full, Finished (Livable), Drain Tiled, Sump Pump",1,0,0,1,SF,2,"Main Floor Full Bath, Private Master, 3/4 Master, Rough In",4,980,,210,Yes,3
4215,"7899 Forest Blvd, G",55125,MN,WB - Woodbury,234900,7/26/17 0:00,234900,Exclusive Right,234900,167.7857,1400,,833 - South Washington County,10,8/5/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Four Season Porch, Laundry","Asphalt Shingles, Age 8 Years or Less",No,,10,"Attached Garage, Insulated Garage, Driveway - Asphalt, Garage Door Opener",1400,1984,1984,2017,1400,G,1997,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal",,"Vinyl, Brick/Stone",Living/Dining Room,Slab,1,1,0,0,SF,2,"Main Floor Full Bath, Main Floor 1/2 Bath",2,0,Not Assumable,140,Yes,2000
